customer_id,first_name,last_name,phone,email,street,city,state,zip_code,source,category_id,category_name,product_id,product_name,brand_id,model_year,list_price,staff_id,active,store_id,manager_id,brand_name,store_name,quantity,order_id,item_id,discount,order_status,order_date,required_date,shipped_date
,,,,,,,,,postgres db,,,22.0,,,,269.99,,,,,,,1.0,102.0,2,0.07,,,,
,,,,,,,,,postgres db,,,17.0,,,,429.0,,,,,,,1.0,103.0,1,0.07,,,,
,,,,,,,,,postgres db,,,3.0,,,,999.99,,,,,,,1.0,103.0,2,0.05,,,,
,,,,,,,,,postgres db,,,18.0,,,,449.0,,,,,,,1.0,103.0,3,0.2,,,,
,,,,,,,,,postgres db,,,15.0,,,,529.99,,,,,,,2.0,103.0,4,0.1,,,,
,,,,,,,,,postgres db,,,9.0,,,,2999.99,,,,,,,2.0,103.0,5,0.1,,,,
,,,,,,,,,postgres db,,,19.0,,,,449.0,,,,,,,2.0,104.0,1,0.1,,,,
,,,,,,,,,postgres db,,,26.0,,,,599.99,,,,,,,1.0,104.0,2,0.05,,,,
,,,,,,,,,postgres db,,,11.0,,,,1680.99,,,,,,,2.0,105.0,1,0.2,,,,
,,,,,,,,,postgres db,,,3.0,,,,999.99,,,,,,,1.0,105.0,2,0.05,,,,
,,,,,,,,,postgres db,,,9.0,,,,2999.99,,,,,,,1.0,105.0,3,0.05,,,,
,,,,,,,,,postgres db,,,17.0,,,,429.0,,,,,,,1.0,106.0,1,0.1,,,,
,,,,,,,,,postgres db,,,13.0,,,,269.99,,,,,,,2.0,106.0,2,0.1,,,,
,,,,,,,,,postgres db,,,19.0,,,,449.0,,,,,,,1.0,107.0,1,0.2,,,,
,,,,,,,,,postgres db,,,13.0,,,,269.99,,,,,,,2.0,107.0,2,0.1,,,,
,,,,,,,,,postgres db,,,11.0,,,,1680.99,,,,,,,1.0,108.0,1,0.1,,,,
,,,,,,,,,postgres db,,,22.0,,,,269.99,,,,,,,2.0,108.0,2,0.07,,,,
,,,,,,,,,postgres db,,,16.0,,,,599.99,,,,,,,2.0,108.0,3,0.05,,,,
,,,,,,,,,postgres db,,,22.0,,,,269.99,,,,,,,2.0,109.0,1,0.1,,,,
,,,,,,,,,postgres db,,,6.0,,,,469.99,,,,,,,1.0,109.0,2,0.07,,,,
,,,,,,,,,postgres db,,,14.0,,,,269.99,,,,,,,1.0,110.0,1,0.1,,,,
,,,,,,,,,postgres db,,,14.0,,,,269.99,,,,,,,1.0,111.0,1,0.1,,,,
,,,,,,,,,postgres db,,,12.0,,,,549.99,,,,,,,2.0,111.0,2,0.07,,,,
,,,,,,,,,postgres db,,,23.0,,,,299.99,,,,,,,2.0,112.0,1,0.2,,,,
,,,,,,,,,postgres db,,,25.0,,,,499.99,,,,,,,2.0,112.0,2,0.07,,,,
,,,,,,,,,postgres db,,,24.0,,,,549.99,,,,,,,2.0,112.0,3,0.05,,,,
,,,,,,,,,postgres db,,,5.0,,,,1320.99,,,,,,,1.0,112.0,4,0.2,,,,
,,,,,,,,,postgres db,,,12.0,,,,549.99,,,,,,,2.0,113.0,1,0.07,,,,
,,,,,,,,,postgres db,,,24.0,,,,549.99,,,,,,,2.0,113.0,2,0.1,,,,
,,,,,,,,,postgres db,,,6.0,,,,469.99,,,,,,,1.0,113.0,3,0.07,,,,
,,,,,,,,,postgres db,,,23.0,,,,299.99,,,,,,,1.0,113.0,4,0.2,,,,
,,,,,,,,,postgres db,,,5.0,,,,1320.99,,,,,,,2.0,113.0,5,0.2,,,,
,,,,,,,,,postgres db,,,12.0,,,,549.99,,,,,,,1.0,114.0,1,0.05,,,,
,,,,,,,,,postgres db,,,2.0,,,,749.99,,,,,,,1.0,114.0,2,0.07,,,,
,,,,,,,,,postgres db,,,13.0,,,,269.99,,,,,,,2.0,114.0,3,0.1,,,,
,,,,,,,,,postgres db,,,22.0,,,,269.99,,,,,,,1.0,115.0,1,0.2,,,,
,,,,,,,,,postgres db,,,19.0,,,,449.0,,,,,,,1.0,115.0,2,0.1,,,,
,,,,,,,,,postgres db,,,26.0,,,,599.99,,,,,,,1.0,116.0,1,0.05,,,,
,,,,,,,,,postgres db,,,22.0,,,,269.99,,,,,,,2.0,117.0,1,0.2,,,,
,,,,,,,,,postgres db,,,26.0,,,,599.99,,,,,,,1.0,117.0,2,0.05,,,,
,,,,,,,,,postgres db,,,14.0,,,,269.99,,,,,,,1.0,117.0,3,0.2,,,,
,,,,,,,,,postgres db,,,19.0,,,,449.0,,,,,,,1.0,117.0,4,0.05,,,,
,,,,,,,,,postgres db,,,18.0,,,,449.0,,,,,,,1.0,118.0,1,0.07,,,,
,,,,,,,,,postgres db,,,4.0,,,,2899.99,,,,,,,1.0,118.0,2,0.07,,,,
,,,,,,,,,postgres db,,,6.0,,,,469.99,,,,,,,1.0,118.0,3,0.07,,,,
,,,,,,,,,postgres db,,,3.0,,,,999.99,,,,,,,2.0,118.0,4,0.1,,,,
,,,,,,,,,postgres db,,,23.0,,,,299.99,,,,,,,2.0,118.0,5,0.07,,,,
,,,,,,,,,postgres db,,,25.0,,,,499.99,,,,,,,1.0,119.0,1,0.05,,,,
,,,,,,,,,postgres db,,,13.0,,,,269.99,,,,,,,2.0,120.0,1,0.05,,,,
,,,,,,,,,postgres db,,,6.0,,,,469.99,,,,,,,2.0,120.0,2,0.05,,,,
,,,,,,,,,postgres db,,,10.0,,,,1549.0,,,,,,,2.0,120.0,3,0.05,,,,
,,,,,,,,,postgres db,,,17.0,,,,429.0,,,,,,,1.0,120.0,4,0.05,,,,
,,,,,,,,,postgres db,,,16.0,,,,599.99,,,,,,,2.0,120.0,5,0.2,,,,
,,,,,,,,,postgres db,,,5.0,,,,1320.99,,,,,,,1.0,121.0,1,0.2,,,,
,,,,,,,,,postgres db,,,14.0,,,,269.99,,,,,,,2.0,121.0,2,0.1,,,,
,,,,,,,,,postgres db,,,4.0,,,,2899.99,,,,,,,2.0,121.0,3,0.1,,,,
,,,,,,,,,postgres db,,,24.0,,,,549.99,,,,,,,2.0,121.0,4,0.07,,,,
,,,,,,,,,postgres db,,,2.0,,,,749.99,,,,,,,2.0,121.0,5,0.05,,,,
,,,,,,,,,postgres db,,,16.0,,,,599.99,,,,,,,1.0,122.0,1,0.1,,,,
,,,,,,,,,postgres db,,,12.0,,,,549.99,,,,,,,2.0,123.0,1,0.1,,,,
,,,,,,,,,postgres db,,,16.0,,,,599.99,,,,,,,1.0,124.0,1,0.05,,,,
,,,,,,,,,postgres db,,,4.0,,,,2899.99,,,,,,,1.0,124.0,2,0.07,,,,
,,,,,,,,,postgres db,,,7.0,,,,3999.99,,,,,,,2.0,124.0,3,0.05,,,,
,,,,,,,,,postgres db,,,17.0,,,,429.0,,,,,,,1.0,125.0,1,0.1,,,,
,,,,,,,,,postgres db,,,9.0,,,,2999.99,,,,,,,2.0,126.0,1,0.05,,,,
,,,,,,,,,postgres db,,,17.0,,,,429.0,,,,,,,1.0,127.0,1,0.07,,,,
,,,,,,,,,postgres db,,,20.0,,,,599.99,,,,,,,1.0,127.0,2,0.1,,,,
,,,,,,,,,postgres db,,,4.0,,,,2899.99,,,,,,,2.0,127.0,3,0.07,,,,
,,,,,,,,,postgres db,,,24.0,,,,549.99,,,,,,,2.0,128.0,1,0.1,,,,
,,,,,,,,,postgres db,,,16.0,,,,599.99,,,,,,,2.0,128.0,2,0.1,,,,
,,,,,,,,,postgres db,,,4.0,,,,2899.99,,,,,,,2.0,128.0,3,0.2,,,,
,,,,,,,,,postgres db,,,3.0,,,,999.99,,,,,,,2.0,128.0,4,0.2,,,,
,,,,,,,,,postgres db,,,18.0,,,,449.0,,,,,,,1.0,129.0,1,0.1,,,,
,,,,,,,,,postgres db,,,9.0,,,,2999.99,,,,,,,1.0,129.0,2,0.1,,,,
,,,,,,,,,postgres db,,,26.0,,,,599.99,,,,,,,1.0,130.0,1,0.05,,,,
,,,,,,,,,postgres db,,,5.0,,,,1320.99,,,,,,,2.0,130.0,2,0.07,,,,
,,,,,,,,,postgres db,,,22.0,,,,269.99,,,,,,,2.0,131.0,1,0.2,,,,
,,,,,,,,,postgres db,,,4.0,,,,2899.99,,,,,,,2.0,131.0,2,0.07,,,,
,,,,,,,,,postgres db,,,24.0,,,,549.99,,,,,,,2.0,131.0,3,0.1,,,,
,,,,,,,,,postgres db,,,2.0,,,,749.99,,,,,,,2.0,132.0,1,0.05,,,,
,,,,,,,,,postgres db,,,20.0,,,,599.99,,,,,,,1.0,132.0,2,0.05,,,,
,,,,,,,,,postgres db,,,9.0,,,,2999.99,,,,,,,1.0,132.0,3,0.1,,,,
,,,,,,,,,postgres db,,,13.0,,,,269.99,,,,,,,2.0,133.0,1,0.05,,,,
,,,,,,,,,postgres db,,,22.0,,,,269.99,,,,,,,1.0,133.0,2,0.2,,,,
,,,,,,,,,postgres db,,,19.0,,,,449.0,,,,,,,2.0,134.0,1,0.1,,,,
,,,,,,,,,postgres db,,,2.0,,,,749.99,,,,,,,2.0,134.0,2,0.07,,,,
,,,,,,,,,postgres db,,,18.0,,,,449.0,,,,,,,2.0,134.0,3,0.07,,,,
,,,,,,,,,postgres db,,,5.0,,,,1320.99,,,,,,,2.0,135.0,1,0.05,,,,
,,,,,,,,,postgres db,,,18.0,,,,449.0,,,,,,,2.0,135.0,2,0.05,,,,
,,,,,,,,,postgres db,,,25.0,,,,499.99,,,,,,,1.0,135.0,3,0.2,,,,
,,,,,,,,,postgres db,,,2.0,,,,749.99,,,,,,,1.0,135.0,4,0.05,,,,
,,,,,,,,,postgres db,,,7.0,,,,3999.99,,,,,,,2.0,136.0,1,0.2,,,,
,,,,,,,,,postgres db,,,3.0,,,,999.99,,,,,,,2.0,136.0,2,0.05,,,,
,,,,,,,,,postgres db,,,23.0,,,,299.99,,,,,,,1.0,137.0,1,0.07,,,,
,,,,,,,,,postgres db,,,22.0,,,,269.99,,,,,,,1.0,137.0,2,0.1,,,,
,,,,,,,,,postgres db,,,16.0,,,,599.99,,,,,,,2.0,138.0,1,0.1,,,,
,,,,,,,,,postgres db,,,6.0,,,,469.99,,,,,,,1.0,138.0,2,0.2,,,,
,,,,,,,,,postgres db,,,19.0,,,,449.0,,,,,,,2.0,139.0,1,0.07,,,,
,,,,,,,,,postgres db,,,3.0,,,,999.99,,,,,,,1.0,139.0,2,0.07,,,,
,,,,,,,,,postgres db,,,15.0,,,,529.99,,,,,,,1.0,140.0,1,0.2,,,,
,,,,,,,,,postgres db,,,21.0,,,,269.99,,,,,,,1.0,140.0,2,0.2,,,,
,,,,,,,,,postgres db,,,12.0,,,,549.99,,,,,,,2.0,140.0,3,0.2,,,,
,,,,,,,,,postgres db,,,3.0,,,,999.99,,,,,,,1.0,140.0,4,0.05,,,,
,,,,,,,,,postgres db,,,18.0,,,,449.0,,,,,,,1.0,141.0,1,0.2,,,,
,,,,,,,,,postgres db,,,16.0,,,,599.99,,,,,,,2.0,142.0,1,0.1,,,,
,,,,,,,,,postgres db,,,11.0,,,,1680.99,,,,,,,2.0,142.0,2,0.1,,,,
,,,,,,,,,postgres db,,,19.0,,,,449.0,,,,,,,1.0,142.0,3,0.07,,,,
,,,,,,,,,postgres db,,,6.0,,,,469.99,,,,,,,1.0,143.0,1,0.2,,,,
,,,,,,,,,postgres db,,,8.0,,,,1799.99,,,,,,,2.0,144.0,1,0.05,,,,
,,,,,,,,,postgres db,,,11.0,,,,1680.99,,,,,,,1.0,145.0,1,0.2,,,,
,,,,,,,,,postgres db,,,9.0,,,,2999.99,,,,,,,2.0,145.0,2,0.1,,,,
,,,,,,,,,postgres db,,,3.0,,,,999.99,,,,,,,2.0,146.0,1,0.2,,,,
,,,,,,,,,postgres db,,,12.0,,,,549.99,,,,,,,1.0,146.0,2,0.1,,,,
,,,,,,,,,postgres db,,,20.0,,,,599.99,,,,,,,2.0,146.0,3,0.1,,,,
,,,,,,,,,postgres db,,,6.0,,,,469.99,,,,,,,2.0,146.0,4,0.05,,,,
,,,,,,,,,postgres db,,,2.0,,,,749.99,,,,,,,1.0,146.0,5,0.07,,,,
,,,,,,,,,postgres db,,,26.0,,,,599.99,,,,,,,2.0,147.0,1,0.2,,,,
,,,,,,,,,postgres db,,,14.0,,,,269.99,,,,,,,1.0,148.0,1,0.05,,,,
,,,,,,,,,postgres db,,,12.0,,,,549.99,,,,,,,2.0,149.0,1,0.07,,,,
,,,,,,,,,postgres db,,,21.0,,,,269.99,,,,,,,2.0,149.0,2,0.07,,,,
,,,,,,,,,postgres db,,,7.0,,,,3999.99,,,,,,,1.0,150.0,1,0.1,,,,
,,,,,,,,,postgres db,,,3.0,,,,999.99,,,,,,,1.0,150.0,2,0.2,,,,
,,,,,,,,,postgres db,,,17.0,,,,429.0,,,,,,,1.0,150.0,3,0.07,,,,
,,,,,,,,,postgres db,,,25.0,,,,499.99,,,,,,,2.0,150.0,4,0.07,,,,
,,,,,,,,,postgres db,,,17.0,,,,429.0,,,,,,,1.0,151.0,1,0.1,,,,
,,,,,,,,,postgres db,,,26.0,,,,599.99,,,,,,,1.0,151.0,2,0.1,,,,
,,,,,,,,,postgres db,,,6.0,,,,469.99,,,,,,,2.0,152.0,1,0.2,,,,
,,,,,,,,,postgres db,,,22.0,,,,269.99,,,,,,,2.0,152.0,2,0.2,,,,
,,,,,,,,,postgres db,,,16.0,,,,599.99,,,,,,,2.0,152.0,3,0.07,,,,
,,,,,,,,,postgres db,,,16.0,,,,599.99,,,,,,,1.0,153.0,1,0.07,,,,
,,,,,,,,,postgres db,,,8.0,,,,1799.99,,,,,,,1.0,153.0,2,0.07,,,,
,,,,,,,,,postgres db,,,15.0,,,,529.99,,,,,,,2.0,153.0,3,0.05,,,,
,,,,,,,,,postgres db,,,12.0,,,,549.99,,,,,,,1.0,154.0,1,0.1,,,,
,,,,,,,,,postgres db,,,8.0,,,,1799.99,,,,,,,1.0,155.0,1,0.1,,,,
,,,,,,,,,postgres db,,,18.0,,,,449.0,,,,,,,2.0,156.0,1,0.2,,,,
,,,,,,,,,postgres db,,,17.0,,,,429.0,,,,,,,2.0,156.0,2,0.05,,,,
,,,,,,,,,postgres db,,,6.0,,,,469.99,,,,,,,1.0,156.0,3,0.07,,,,
,,,,,,,,,postgres db,,,4.0,,,,2899.99,,,,,,,1.0,157.0,1,0.1,,,,
,,,,,,,,,postgres db,,,7.0,,,,3999.99,,,,,,,2.0,157.0,2,0.07,,,,
,,,,,,,,,postgres db,,,24.0,,,,549.99,,,,,,,1.0,158.0,1,0.1,,,,
,,,,,,,,,postgres db,,,13.0,,,,269.99,,,,,,,1.0,159.0,1,0.2,,,,
,,,,,,,,,postgres db,,,21.0,,,,269.99,,,,,,,1.0,160.0,1,0.07,,,,
,,,,,,,,,postgres db,,,15.0,,,,529.99,,,,,,,2.0,160.0,2,0.07,,,,
,,,,,,,,,postgres db,,,18.0,,,,449.0,,,,,,,2.0,160.0,3,0.1,,,,
,,,,,,,,,postgres db,,,11.0,,,,1680.99,,,,,,,1.0,160.0,4,0.05,,,,
,,,,,,,,,postgres db,,,24.0,,,,549.99,,,,,,,2.0,161.0,1,0.07,,,,
,,,,,,,,,postgres db,,,22.0,,,,269.99,,,,,,,1.0,161.0,2,0.05,,,,
,,,,,,,,,postgres db,,,7.0,,,,3999.99,,,,,,,2.0,161.0,3,0.05,,,,
,,,,,,,,,postgres db,,,18.0,,,,449.0,,,,,,,1.0,162.0,1,0.07,,,,
,,,,,,,,,postgres db,,,21.0,,,,269.99,,,,,,,2.0,162.0,2,0.07,,,,
,,,,,,,,,postgres db,,,3.0,,,,999.99,,,,,,,2.0,162.0,3,0.1,,,,
,,,,,,,,,postgres db,,,12.0,,,,549.99,,,,,,,1.0,163.0,1,0.1,,,,
,,,,,,,,,postgres db,,,18.0,,,,449.0,,,,,,,1.0,163.0,2,0.2,,,,
,,,,,,,,,postgres db,,,4.0,,,,2899.99,,,,,,,2.0,164.0,1,0.05,,,,
,,,,,,,,,postgres db,,,10.0,,,,1549.0,,,,,,,2.0,164.0,2,0.05,,,,
,,,,,,,,,postgres db,,,14.0,,,,269.99,,,,,,,1.0,164.0,3,0.1,,,,
,,,,,,,,,postgres db,,,4.0,,,,2899.99,,,,,,,2.0,165.0,1,0.05,,,,
,,,,,,,,,postgres db,,,23.0,,,,299.99,,,,,,,1.0,165.0,2,0.2,,,,
,,,,,,,,,postgres db,,,2.0,,,,749.99,,,,,,,1.0,165.0,3,0.05,,,,
,,,,,,,,,postgres db,,,10.0,,,,1549.0,,,,,,,2.0,166.0,1,0.1,,,,
,,,,,,,,,postgres db,,,11.0,,,,1680.99,,,,,,,1.0,166.0,2,0.2,,,,
,,,,,,,,,postgres db,,,12.0,,,,549.99,,,,,,,1.0,167.0,1,0.05,,,,
,,,,,,,,,postgres db,,,10.0,,,,1549.0,,,,,,,1.0,167.0,2,0.2,,,,
,,,,,,,,,postgres db,,,13.0,,,,269.99,,,,,,,2.0,167.0,3,0.05,,,,
,,,,,,,,,postgres db,,,7.0,,,,3999.99,,,,,,,2.0,167.0,4,0.05,,,,
,,,,,,,,,postgres db,,,6.0,,,,469.99,,,,,,,1.0,168.0,1,0.1,,,,
,,,,,,,,,postgres db,,,11.0,,,,1680.99,,,,,,,2.0,168.0,2,0.07,,,,
,,,,,,,,,postgres db,,,12.0,,,,549.99,,,,,,,2.0,168.0,3,0.07,,,,
,,,,,,,,,postgres db,,,22.0,,,,269.99,,,,,,,2.0,168.0,4,0.2,,,,
,,,,,,,,,postgres db,,,20.0,,,,599.99,,,,,,,2.0,169.0,1,0.1,,,,
,,,,,,,,,postgres db,,,5.0,,,,1320.99,,,,,,,1.0,169.0,2,0.05,,,,
,,,,,,,,,postgres db,,,10.0,,,,1549.0,,,,,,,1.0,169.0,3,0.2,,,,
,,,,,,,,,postgres db,,,11.0,,,,1680.99,,,,,,,1.0,169.0,4,0.2,,,,
,,,,,,,,,postgres db,,,14.0,,,,269.99,,,,,,,2.0,169.0,5,0.05,,,,
,,,,,,,,,postgres db,,,12.0,,,,549.99,,,,,,,2.0,170.0,1,0.1,,,,
,,,,,,,,,postgres db,,,24.0,,,,549.99,,,,,,,1.0,170.0,2,0.05,,,,
,,,,,,,,,postgres db,,,7.0,,,,3999.99,,,,,,,1.0,170.0,3,0.2,,,,
,,,,,,,,,postgres db,,,18.0,,,,449.0,,,,,,,2.0,170.0,4,0.05,,,,
,,,,,,,,,postgres db,,,8.0,,,,1799.99,,,,,,,1.0,171.0,1,0.05,,,,
,,,,,,,,,postgres db,,,23.0,,,,299.99,,,,,,,1.0,172.0,1,0.07,,,,
,,,,,,,,,postgres db,,,16.0,,,,599.99,,,,,,,1.0,172.0,2,0.2,,,,
,,,,,,,,,postgres db,,,14.0,,,,269.99,,,,,,,1.0,173.0,1,0.05,,,,
,,,,,,,,,postgres db,,,16.0,,,,599.99,,,,,,,1.0,173.0,2,0.2,,,,
,,,,,,,,,postgres db,,,20.0,,,,599.99,,,,,,,2.0,173.0,3,0.05,,,,
,,,,,,,,,postgres db,,,22.0,,,,269.99,,,,,,,2.0,174.0,1,0.2,,,,
,,,,,,,,,postgres db,,,19.0,,,,449.0,,,,,,,2.0,174.0,2,0.1,,,,
,,,,,,,,,postgres db,,,5.0,,,,1320.99,,,,,,,1.0,175.0,1,0.1,,,,
,,,,,,,,,postgres db,,,2.0,,,,749.99,,,,,,,2.0,175.0,2,0.2,,,,
,,,,,,,,,postgres db,,,21.0,,,,269.99,,,,,,,2.0,175.0,3,0.1,,,,
,,,,,,,,,postgres db,,,19.0,,,,449.0,,,,,,,1.0,175.0,4,0.07,,,,
,,,,,,,,,postgres db,,,2.0,,,,749.99,,,,,,,2.0,176.0,1,0.07,,,,
,,,,,,,,,postgres db,,,11.0,,,,1680.99,,,,,,,2.0,176.0,2,0.2,,,,
,,,,,,,,,postgres db,,,16.0,,,,599.99,,,,,,,2.0,176.0,3,0.05,,,,
,,,,,,,,,postgres db,,,20.0,,,,599.99,,,,,,,2.0,177.0,1,0.1,,,,
,,,,,,,,,postgres db,,,10.0,,,,1549.0,,,,,,,2.0,178.0,1,0.2,,,,
,,,,,,,,,postgres db,,,12.0,,,,549.99,,,,,,,1.0,178.0,2,0.05,,,,
,,,,,,,,,postgres db,,,3.0,,,,999.99,,,,,,,1.0,178.0,3,0.1,,,,
,,,,,,,,,postgres db,,,18.0,,,,449.0,,,,,,,1.0,178.0,4,0.07,,,,
,,,,,,,,,postgres db,,,13.0,,,,269.99,,,,,,,2.0,179.0,1,0.05,,,,
,,,,,,,,,postgres db,,,26.0,,,,599.99,,,,,,,1.0,179.0,2,0.1,,,,
,,,,,,,,,postgres db,,,18.0,,,,449.0,,,,,,,1.0,179.0,3,0.2,,,,
,,,,,,,,,postgres db,,,12.0,,,,549.99,,,,,,,2.0,179.0,4,0.2,,,,
,,,,,,,,,postgres db,,,20.0,,,,599.99,,,,,,,2.0,179.0,5,0.1,,,,
,,,,,,,,,postgres db,,,16.0,,,,599.99,,,,,,,1.0,180.0,1,0.07,,,,
,,,,,,,,,postgres db,,,10.0,,,,1549.0,,,,,,,1.0,181.0,1,0.05,,,,
,,,,,,,,,postgres db,,,11.0,,,,1680.99,,,,,,,1.0,181.0,2,0.1,,,,
,,,,,,,,,postgres db,,,15.0,,,,529.99,,,,,,,2.0,181.0,3,0.2,,,,
,,,,,,,,,postgres db,,,24.0,,,,549.99,,,,,,,2.0,181.0,4,0.05,,,,
,,,,,,,,,postgres db,,,25.0,,,,499.99,,,,,,,2.0,182.0,1,0.05,,,,
,,,,,,,,,postgres db,,,24.0,,,,549.99,,,,,,,2.0,182.0,2,0.07,,,,
,,,,,,,,,postgres db,,,11.0,,,,1680.99,,,,,,,2.0,183.0,1,0.2,,,,
,,,,,,,,,postgres db,,,12.0,,,,549.99,,,,,,,2.0,183.0,2,0.05,,,,
,,,,,,,,,postgres db,,,19.0,,,,449.0,,,,,,,1.0,183.0,3,0.07,,,,
,,,,,,,,,postgres db,,,17.0,,,,429.0,,,,,,,1.0,183.0,4,0.07,,,,
,,,,,,,,,postgres db,,,4.0,,,,2899.99,,,,,,,1.0,184.0,1,0.2,,,,
,,,,,,,,,postgres db,,,5.0,,,,1320.99,,,,,,,1.0,184.0,2,0.1,,,,
,,,,,,,,,postgres db,,,14.0,,,,269.99,,,,,,,1.0,184.0,3,0.1,,,,
,,,,,,,,,postgres db,,,20.0,,,,599.99,,,,,,,1.0,185.0,1,0.1,,,,
,,,,,,,,,postgres db,,,8.0,,,,1799.99,,,,,,,1.0,185.0,2,0.05,,,,
,,,,,,,,,postgres db,,,4.0,,,,2899.99,,,,,,,1.0,186.0,1,0.1,,,,
,,,,,,,,,postgres db,,,6.0,,,,469.99,,,,,,,1.0,186.0,2,0.1,,,,
,,,,,,,,,postgres db,,,5.0,,,,1320.99,,,,,,,1.0,187.0,1,0.05,,,,
,,,,,,,,,postgres db,,,7.0,,,,3999.99,,,,,,,2.0,188.0,1,0.07,,,,
,,,,,,,,,postgres db,,,16.0,,,,599.99,,,,,,,2.0,189.0,1,0.2,,,,
,,,,,,,,,postgres db,,,24.0,,,,549.99,,,,,,,1.0,190.0,1,0.05,,,,
,,,,,,,,,postgres db,,,15.0,,,,529.99,,,,,,,1.0,190.0,2,0.2,,,,
,,,,,,,,,postgres db,,,3.0,,,,999.99,,,,,,,2.0,190.0,3,0.2,,,,
,,,,,,,,,postgres db,,,25.0,,,,499.99,,,,,,,1.0,191.0,1,0.05,,,,
,,,,,,,,,postgres db,,,12.0,,,,549.99,,,,,,,2.0,191.0,2,0.2,,,,
,,,,,,,,,postgres db,,,3.0,,,,999.99,,,,,,,1.0,191.0,3,0.07,,,,
,,,,,,,,,postgres db,,,8.0,,,,1799.99,,,,,,,2.0,191.0,4,0.05,,,,
,,,,,,,,,postgres db,,,23.0,,,,299.99,,,,,,,1.0,191.0,5,0.05,,,,
,,,,,,,,,postgres db,,,8.0,,,,1799.99,,,,,,,2.0,192.0,1,0.1,,,,
,,,,,,,,,postgres db,,,25.0,,,,499.99,,,,,,,1.0,192.0,2,0.07,,,,
,,,,,,,,,postgres db,,,2.0,,,,749.99,,,,,,,1.0,192.0,3,0.05,,,,
,,,,,,,,,postgres db,,,24.0,,,,549.99,,,,,,,2.0,192.0,4,0.07,,,,
,,,,,,,,,postgres db,,,10.0,,,,1549.0,,,,,,,2.0,192.0,5,0.2,,,,
,,,,,,,,,postgres db,,,12.0,,,,549.99,,,,,,,2.0,193.0,1,0.1,,,,
,,,,,,,,,postgres db,,,21.0,,,,269.99,,,,,,,2.0,194.0,1,0.2,,,,
,,,,,,,,,postgres db,,,18.0,,,,449.0,,,,,,,1.0,195.0,1,0.2,,,,
,,,,,,,,,postgres db,,,14.0,,,,269.99,,,,,,,1.0,195.0,2,0.05,,,,
,,,,,,,,,postgres db,,,5.0,,,,1320.99,,,,,,,2.0,195.0,3,0.2,,,,
,,,,,,,,,postgres db,,,4.0,,,,2899.99,,,,,,,2.0,195.0,4,0.2,,,,
,,,,,,,,,postgres db,,,21.0,,,,269.99,,,,,,,2.0,195.0,5,0.1,,,,
,,,,,,,,,postgres db,,,6.0,,,,469.99,,,,,,,1.0,196.0,1,0.05,,,,
,,,,,,,,,postgres db,,,3.0,,,,999.99,,,,,,,2.0,196.0,2,0.07,,,,
,,,,,,,,,postgres db,,,10.0,,,,1549.0,,,,,,,2.0,196.0,3,0.07,,,,
,,,,,,,,,postgres db,,,12.0,,,,549.99,,,,,,,1.0,196.0,4,0.07,,,,
,,,,,,,,,postgres db,,,20.0,,,,599.99,,,,,,,1.0,196.0,5,0.1,,,,
,,,,,,,,,postgres db,,,4.0,,,,2899.99,,,,,,,2.0,197.0,1,0.2,,,,
,,,,,,,,,postgres db,,,2.0,,,,749.99,,,,,,,2.0,197.0,2,0.07,,,,
,,,,,,,,,postgres db,,,6.0,,,,469.99,,,,,,,2.0,198.0,1,0.05,,,,
,,,,,,,,,postgres db,,,20.0,,,,599.99,,,,,,,2.0,198.0,2,0.07,,,,
,,,,,,,,,postgres db,,,8.0,,,,1799.99,,,,,,,2.0,198.0,3,0.2,,,,
,,,,,,,,,postgres db,,,13.0,,,,269.99,,,,,,,2.0,198.0,4,0.05,,,,
,,,,,,,,,postgres db,,,17.0,,,,429.0,,,,,,,1.0,198.0,5,0.05,,,,
,,,,,,,,,postgres db,,,25.0,,,,499.99,,,,,,,2.0,199.0,1,0.05,,,,
,,,,,,,,,postgres db,,,18.0,,,,449.0,,,,,,,2.0,199.0,2,0.07,,,,
,,,,,,,,,postgres db,,,4.0,,,,2899.99,,,,,,,1.0,199.0,3,0.2,,,,
,,,,,,,,,postgres db,,,23.0,,,,299.99,,,,,,,2.0,200.0,1,0.05,,,,
,,,,,,,,,postgres db,,,22.0,,,,269.99,,,,,,,2.0,200.0,2,0.07,,,,
,,,,,,,,,postgres db,,,24.0,,,,549.99,,,,,,,1.0,201.0,1,0.05,,,,
,,,,,,,,,postgres db,,,7.0,,,,3999.99,,,,,,,1.0,201.0,2,0.2,,,,
,,,,,,,,,postgres db,,,14.0,,,,269.99,,,,,,,2.0,201.0,3,0.1,,,,
,,,,,,,,,postgres db,,,17.0,,,,429.0,,,,,,,1.0,201.0,4,0.05,,,,
,,,,,,,,,postgres db,,,8.0,,,,1799.99,,,,,,,1.0,202.0,1,0.07,,,,
,,,,,,,,,postgres db,,,17.0,,,,429.0,,,,,,,1.0,202.0,2,0.05,,,,
,,,,,,,,,postgres db,,,15.0,,,,529.99,,,,,,,2.0,202.0,3,0.05,,,,
,,,,,,,,,postgres db,,,25.0,,,,499.99,,,,,,,2.0,202.0,4,0.05,,,,
,,,,,,,,,postgres db,,,26.0,,,,599.99,,,,,,,1.0,203.0,1,0.05,,,,
